,times,frequency,temperature,mass_flow,volume_flow,mouth_pressure,offset,theta,radius,alpha,z,x,alpha_ref,z_ref,x_ref,flow_ref,note,offset_ref,theta_ref,radius_ref,tongue,lips
0,0.0,197.04315364635175,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
1,0.029395341873168945,197.04315364635175,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
2,0.04627823829650879,197.04315364635175,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
3,0.06322193145751953,197.04315364635175,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
4,0.09374570846557617,889.8188267099063,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
5,0.10864472389221191,889.8188267099063,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
6,0.12453818321228027,889.8188267099063,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
7,0.13920140266418457,889.8188267099063,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
8,0.15796256065368652,889.8188267099063,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
9,0.1882305145263672,889.8188267099063,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
10,0.20362257957458496,65.0,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
11,0.21892046928405762,65.0,0.0,0.0,0.0,0.0,75.8,45.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,102.5,0.0,31.0
