,times,frequency,temperature,mass_flow,volume_flow,mouth_pressure,offset,theta,radius,alpha,z,x,alpha_ref,z_ref,x_ref,flow_ref,note,offset_ref,theta_ref,radius_ref
0,0.0,2092.0493174211356,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
1,0.018148183822631836,2092.0493174211356,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
2,0.04954266548156738,2092.0493174211356,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
3,0.08023571968078613,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
4,0.09589123725891113,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
5,0.1112525463104248,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
6,0.12960195541381836,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
7,0.15938329696655273,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
8,0.19137239456176758,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
9,0.20656824111938477,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
10,0.22114205360412598,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
11,0.23551726341247559,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
12,0.25242114067077637,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
13,0.2826676368713379,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
14,0.2992589473724365,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
15,0.3300938606262207,65.0,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
16,0.3597714900970459,2092.0493174211356,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
17,0.3761007785797119,2092.0493174211356,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
18,0.3925645351409912,2092.0493174211356,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
19,0.4088118076324463,2092.0493174211356,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
20,0.43996453285217285,2092.0493174211356,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
21,0.4705803394317627,136.93693467412865,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
22,0.4841487407684326,136.93693467412865,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
23,0.49845361709594727,136.93693467412865,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
24,0.514695405960083,136.93693467412865,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
25,0.5319075584411621,136.93693467412865,0.0,0.0,0.0,0.0,75.8,45.0,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,75.8,45.0,84.75
